,index,antecedents,consequents,consequent support
7157,22661,No Flockin,Money Longer,0.12
7158,22747,Wicked,Money Longer,0.12
7159,22723,Trap Queen,Money Longer,0.12
7160,15309,G.O.M.D.,Money Longer,0.12
7161,22724,Tunnel Vision,Money Longer,0.12
7162,22749,Work REMIX,Money Longer,0.12
7163,22720,Too Many Years,Money Longer,0.12
7164,22751,Wyclef Jean,Money Longer,0.12
7165,9014,Come Get Her,Mercy,0.12
7166,22534,Panda,Mercy,0.12
7167,22536,The Motto,Mercy,0.12
7168,3104,Bad and Boujee (feat. Lil Uzi Vert),Mercy,0.12
7169,16734,HUMBLE.,Mercy,0.12
7170,14195,Fake Love,Mercy,0.12
7171,22538,Too Good,Mercy,0.12
7172,22532,One Dance,Mercy,0.12
7173,820,A Milli,Mercy,0.12
7174,22530,No Type,Mercy,0.12
7175,22529,No Role Modelz,Mercy,0.12
7176,22526,No Problem (feat. Lil Wayne & 2 Chainz),Mercy,0.12
7177,510,6 Foot 7 Foot,Mercy,0.12
7178,22524,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Mercy,0.12
7179,640,679 (feat. Remy Boyz),Mercy,0.12
7180,22522,Ni**as In Paris,Mercy,0.12
7181,6626,Broccoli (feat. Lil Yachty),Mercy,0.12
7182,13934,F**kin' Problems,Mercy,0.12
7183,17198,HeadBand (feat. 2 Chainz),Mercy,0.12
7184,15038,Forever,Mercy,0.12
7185,4562,Black Beatles,Mercy,0.12
7186,5754,Bounce Back,Mercy,0.12
7187,20392,Jumpman,Mercy,0.12
7188,8666,Clique,Mercy,0.12
7189,16120,Gold Digger,Mercy,0.12
7190,22544,m.A.A.d city,Mercy,0.12
7191,7758,Caroline,Mercy,0.12
7192,22540,Trap Queen,Mercy,0.12
7193,22542,iSpy (feat. Lil Yachty),Mercy,0.12
7194,1977,Antidote,Mercy,0.12
7195,8760,Closer,Mercy,0.12
7196,18878,I Don't Fuck With You,Mercy,0.12
7197,22236,Mask Off,Mercy,0.12
7198,25638,pick up the phone,Slippery (feat. Gucci Mane),0.12
7199,2057,Antidote,Tunnel Vision,0.12
7200,25629,You Was Right,Slippery (feat. Gucci Mane),0.12
7201,14293,Fake Love,Tunnel Vision,0.12
7202,25627,XO TOUR Llif3,Slippery (feat. Gucci Mane),0.12
7203,26291,Swang,Tunnel Vision,0.12
7204,19562,I'm the One,Slippery (feat. Gucci Mane),0.12
7205,15691,Get Right Witcha,Tunnel Vision,0.12
7206,14413,Famous,Tunnel Vision,0.12
7207,10660,DEVASTATED,Slippery (feat. Gucci Mane),0.12
7208,25641,rockstar,Slippery (feat. Gucci Mane),0.12
7209,25642,wokeuplikethis*,Slippery (feat. Gucci Mane),0.12
7210,26025,Starboy,Tunnel Vision,0.12
7211,9489,Congratulations,Slippery (feat. Gucci Mane),0.12
7212,9527,Congratulations,Tunnel Vision,0.12
7213,19047,I Get The Bag (feat. Migos),Tunnel Vision,0.12
7214,10595,Cut It (feat. Young Dolph),Slippery (feat. Gucci Mane),0.12
7215,26485,THat Part,Tunnel Vision,0.12
7216,25634,iSpy (feat. Lil Yachty),Slippery (feat. Gucci Mane),0.12
7217,26353,Swimming Pools (Drank),Tunnel Vision,0.12
7218,25632,goosebumps,Slippery (feat. Gucci Mane),0.12
7219,26413,T-Shirt,Tunnel Vision,0.12
7220,1379,Alright,Slippery (feat. Gucci Mane),0.12
7221,13070,Drowning (feat. Kodak Black),Slippery (feat. Gucci Mane),0.12
7222,13079,Drowning (feat. Kodak Black),Tunnel Vision,0.12
7223,7879,Caroline,Tunnel Vision,0.12
7224,18915,I Don't Fuck With You,Slippery (feat. Gucci Mane),0.12
7225,19040,I Get The Bag (feat. Migos),Slippery (feat. Gucci Mane),0.12
7226,2023,Antidote,Slippery (feat. Gucci Mane),0.12
7227,18941,I Don't Fuck With You,Tunnel Vision,0.12
7228,19589,I'm the One,Tunnel Vision,0.12
7229,25631,beibs in the trap,Slippery (feat. Gucci Mane),0.12
7230,14393,Famous,Slippery (feat. Gucci Mane),0.12
7231,25741,Sneakin’,Tunnel Vision,0.12
7232,25636,m.A.A.d city,Slippery (feat. Gucci Mane),0.12
7233,7832,Caroline,Slippery (feat. Gucci Mane),0.12
7234,451,4 AM,Slippery (feat. Gucci Mane),0.12
7235,10667,DEVASTATED,Tunnel Vision,0.12
7236,7091,Butterfly Effect,Tunnel Vision,0.12
7237,26877,goosebumps,Tunnel Vision,0.12
7238,26878,iSpy (feat. Lil Yachty),Tunnel Vision,0.12
7239,26880,m.A.A.d city,Tunnel Vision,0.12
7240,26883,pick up the phone,Tunnel Vision,0.12
7241,16857,HUMBLE.,Tunnel Vision,0.12
7242,26885,rockstar,Tunnel Vision,0.12
7243,26887,wokeuplikethis*,Tunnel Vision,0.12
7244,21505,Look At Me!,Tunnel Vision,0.12
7245,10831,DNA.,Tunnel Vision,0.12
7246,22341,Mask Off,Tunnel Vision,0.12
7247,357,2 Phones,Slippery (feat. Gucci Mane),0.12
7248,14095,F*ck Up Some Commas,Tunnel Vision,0.12
7249,22302,Mask Off,Slippery (feat. Gucci Mane),0.12
7250,7082,Butterfly Effect,Slippery (feat. Gucci Mane),0.12
7251,7564,Candy Paint,Slippery (feat. Gucci Mane),0.12
7252,26873,You Was Right,Tunnel Vision,0.12
7253,14079,F*ck Up Some Commas,Slippery (feat. Gucci Mane),0.12
7254,21879,Low Life,Slippery (feat. Gucci Mane),0.12
7255,10813,DNA.,Slippery (feat. Gucci Mane),0.12
7256,16810,HUMBLE.,Slippery (feat. Gucci Mane),0.12
7257,21917,Low Life,Tunnel Vision,0.12
7258,15333,G.O.M.D.,Slippery (feat. Gucci Mane),0.12
7259,13991,F**kin' Problems,Tunnel Vision,0.12
7260,15349,G.O.M.D.,Tunnel Vision,0.12
7261,22001,Magnolia,Tunnel Vision,0.12
7262,21992,Magnolia,Slippery (feat. Gucci Mane),0.12
7263,179,1-800-273-8255,Tunnel Vision,0.12
7264,173,1-800-273-8255,Slippery (feat. Gucci Mane),0.12
7265,15410,Gassed Up,Slippery (feat. Gucci Mane),0.12
7266,15417,Gassed Up,Tunnel Vision,0.12
7267,26875,beibs in the trap,Tunnel Vision,0.12
7268,26871,XO TOUR Llif3,Tunnel Vision,0.12
7269,26654,This Could Be Us,Tunnel Vision,0.12
7270,457,4 AM,Tunnel Vision,0.12
7271,21458,Look Alive,Slippery (feat. Gucci Mane),0.12
7272,13617,ELEMENT.,Slippery (feat. Gucci Mane),0.12
7273,15684,Get Right Witcha,Slippery (feat. Gucci Mane),0.12
7274,26745,Too Good,Tunnel Vision,0.12
7275,709,679 (feat. Remy Boyz),Tunnel Vision,0.12
7276,14257,Fake Love,Slippery (feat. Gucci Mane),0.12
7277,682,679 (feat. Remy Boyz),Slippery (feat. Gucci Mane),0.12
7278,21464,Look Alive,Tunnel Vision,0.12
7279,13731,Erase Your Social,Slippery (feat. Gucci Mane),0.12
7280,26777,Too Many Years,Tunnel Vision,0.12
7281,13739,Erase Your Social,Tunnel Vision,0.12
7282,13832,Everyday We Lit (feat. PnB Rock),Slippery (feat. Gucci Mane),0.12
7283,6729,Broccoli (feat. Lil Yachty),Slippery (feat. Gucci Mane),0.12
7284,13838,Everyday We Lit (feat. PnB Rock),Tunnel Vision,0.12
7285,25624,X (feat. Future),Slippery (feat. Gucci Mane),0.12
7286,26869,X (feat. Future),Tunnel Vision,0.12
7287,6787,Broccoli (feat. Lil Yachty),Tunnel Vision,0.12
7288,26847,Uber Everywhere,Tunnel Vision,0.12
7289,26849,Unforgettable,Tunnel Vision,0.12
7290,26851,V. 3005,Tunnel Vision,0.12
7291,26853,Water,Tunnel Vision,0.12
7292,26855,Waves,Tunnel Vision,0.12
7293,26857,Wet Dreamz,Tunnel Vision,0.12
7294,26858,What They Want,Tunnel Vision,0.12
7295,26861,White Iverson,Tunnel Vision,0.12
7296,26863,Wicked,Tunnel Vision,0.12
7297,26865,Work REMIX,Tunnel Vision,0.12
7298,21498,Look At Me!,Slippery (feat. Gucci Mane),0.12
7299,26867,Wyclef Jean,Tunnel Vision,0.12
7300,13964,F**kin' Problems,Slippery (feat. Gucci Mane),0.12
7301,21367,Location,Tunnel Vision,0.12
7302,20462,Jumpman,Slippery (feat. Gucci Mane),0.12
7303,25623,Wyclef Jean,Slippery (feat. Gucci Mane),0.12
7304,24318,Passionfruit,Slippery (feat. Gucci Mane),0.12
7305,24166,Panda,Slippery (feat. Gucci Mane),0.12
7306,15913,Go Flex,Tunnel Vision,0.12
7307,24067,One Night,Tunnel Vision,0.12
7308,24055,One Night,Slippery (feat. Gucci Mane),0.12
7309,11991,Do What I Want,Slippery (feat. Gucci Mane),0.12
7310,23955,One Dance,Tunnel Vision,0.12
7311,20201,It's A Vibe,Slippery (feat. Gucci Mane),0.12
7312,20207,It's A Vibe,Tunnel Vision,0.12
7313,23908,One Dance,Slippery (feat. Gucci Mane),0.12
7314,23845,OOOUUU,Tunnel Vision,0.12
7315,23839,OOOUUU,Slippery (feat. Gucci Mane),0.12
7316,20923,LOYALTY. FEAT. RIHANNA.,Tunnel Vision,0.12
7317,11997,Do What I Want,Tunnel Vision,0.12
7318,14705,Fight Night,Slippery (feat. Gucci Mane),0.12
7319,23773,No Type,Tunnel Vision,0.12
7320,24199,Panda,Tunnel Vision,0.12
7321,24329,Passionfruit,Tunnel Vision,0.12
7322,23655,No Role Modelz,Tunnel Vision,0.12
7323,24351,Patty Cake,Slippery (feat. Gucci Mane),0.12
7324,24755,Rake It Up,Tunnel Vision,0.12
7325,24749,Rake It Up,Slippery (feat. Gucci Mane),0.12
7326,3223,Bad and Boujee (feat. Lil Uzi Vert),Tunnel Vision,0.12
7327,24711,R.I.C.O. (feat. Drake),Tunnel Vision,0.12
7328,24701,R.I.C.O. (feat. Drake),Slippery (feat. Gucci Mane),0.12
7329,10999,Deja Vu,Tunnel Vision,0.12
7330,24607,Portland,Tunnel Vision,0.12
7331,25621,Work REMIX,Slippery (feat. Gucci Mane),0.12
7332,3372,Bank Account,Slippery (feat. Gucci Mane),0.12
7333,3381,Bank Account,Tunnel Vision,0.12
7334,22696,Money Longer,Slippery (feat. Gucci Mane),0.12
7335,15906,Go Flex,Slippery (feat. Gucci Mane),0.12
7336,24557,Pop Style,Tunnel Vision,0.12
7337,24534,Pop Style,Slippery (feat. Gucci Mane),0.12
7338,24353,Patty Cake,Tunnel Vision,0.12
7339,23749,No Type,Slippery (feat. Gucci Mane),0.12
7340,20919,LOYALTY. FEAT. RIHANNA.,Slippery (feat. Gucci Mane),0.12
7341,24813,Really Really,Slippery (feat. Gucci Mane),0.12
7342,5431,Both (feat. Drake),Tunnel Vision,0.12
7343,14948,For Free,Slippery (feat. Gucci Mane),0.12
7344,23291,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Slippery (feat. Gucci Mane),0.12
7345,22725,Money Longer,Tunnel Vision,0.12
7346,14962,For Free,Tunnel Vision,0.12
7347,23245,No Flockin,Tunnel Vision,0.12
7348,23239,No Flockin,Slippery (feat. Gucci Mane),0.12
7349,5823,Bounce Back,Slippery (feat. Gucci Mane),0.12
7350,23220,No Complaints,Slippery (feat. Gucci Mane),0.12
7351,5869,Bounce Back,Tunnel Vision,0.12
7352,23101,Ni**as In Paris,Tunnel Vision,0.12
7353,23070,Ni**as In Paris,Slippery (feat. Gucci Mane),0.12
7354,22919,My Shit,Tunnel Vision,0.12
7355,22912,My Shit,Slippery (feat. Gucci Mane),0.12
7356,22803,Moves,Tunnel Vision,0.12
7357,22795,Moves,Slippery (feat. Gucci Mane),0.12
7358,23317,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Tunnel Vision,0.12
7359,5422,Both (feat. Drake),Slippery (feat. Gucci Mane),0.12
7360,23615,No Role Modelz,Slippery (feat. Gucci Mane),0.12
7361,20507,Jumpman,Tunnel Vision,0.12
7362,4622,Black Beatles,Slippery (feat. Gucci Mane),0.12
7363,4665,Black Beatles,Tunnel Vision,0.12
7364,8501,Chill Bill,Tunnel Vision,0.12
7365,20897,LOVE. FEAT. ZACARI.,Tunnel Vision,0.12
7366,20891,LOVE. FEAT. ZACARI.,Slippery (feat. Gucci Mane),0.12
7367,23499,No Problem (feat. Lil Wayne & 2 Chainz),Tunnel Vision,0.12
7368,4857,Blessings,Slippery (feat. Gucci Mane),0.12
7369,23452,No Problem (feat. Lil Wayne & 2 Chainz),Slippery (feat. Gucci Mane),0.12
7370,20589,Kelly Price (feat. Travis Scott),Tunnel Vision,0.12
7371,20583,Kelly Price (feat. Travis Scott),Slippery (feat. Gucci Mane),0.12
7372,5014,Bodak Yellow,Slippery (feat. Gucci Mane),0.12
7373,5021,Bodak Yellow,Tunnel Vision,0.12
7374,23377,No Heart,Tunnel Vision,0.12
7375,23366,No Heart,Slippery (feat. Gucci Mane),0.12
7376,8470,Chill Bill,Slippery (feat. Gucci Mane),0.12
7377,3178,Bad and Boujee (feat. Lil Uzi Vert),Slippery (feat. Gucci Mane),0.12
7378,24598,Portland,Slippery (feat. Gucci Mane),0.12
7379,19633,IV. sweatpants,Slippery (feat. Gucci Mane),0.12
7380,9081,Come Get Her,Tunnel Vision,0.12
7381,25293,Selfish,Tunnel Vision,0.12
7382,2639,Back To Back,Slippery (feat. Gucci Mane),0.12
7383,25596,Too Good,Slippery (feat. Gucci Mane),0.12
7384,25604,Unforgettable,Slippery (feat. Gucci Mane),0.12
7385,16486,Gyalchester,Slippery (feat. Gucci Mane),0.12
7386,25317,Seven Million (feat. Future),Slippery (feat. Gucci Mane),0.12
7387,25602,Uber Everywhere,Slippery (feat. Gucci Mane),0.12
7388,25323,Seven Million (feat. Future),Tunnel Vision,0.12
7389,25601,Slippery (feat. Gucci Mane),Tunnel Vision,0.12
7390,25600,Tunnel Vision,Slippery (feat. Gucci Mane),0.12
7391,16493,Gyalchester,Tunnel Vision,0.12
7392,14517,Father Stretch My Hands Pt. 1,Slippery (feat. Gucci Mane),0.12
7393,25547,Slide,Slippery (feat. Gucci Mane),0.12
7394,8020,Champions,Slippery (feat. Gucci Mane),0.12
7395,25598,Too Many Years,Slippery (feat. Gucci Mane),0.12
7396,9056,Come Get Her,Slippery (feat. Gucci Mane),0.12
7397,25563,Slide,Tunnel Vision,0.12
7398,25581,Sneakin’,Slippery (feat. Gucci Mane),0.12
7399,25582,Starboy,Slippery (feat. Gucci Mane),0.12
7400,21354,Location,Slippery (feat. Gucci Mane),0.12
7401,19637,IV. sweatpants,Tunnel Vision,0.12
7402,25584,Swang,Slippery (feat. Gucci Mane),0.12
7403,25587,Swimming Pools (Drank),Slippery (feat. Gucci Mane),0.12
7404,25589,T-Shirt,Slippery (feat. Gucci Mane),0.12
7405,25591,THat Part,Slippery (feat. Gucci Mane),0.12
7406,25593,The Motto,Slippery (feat. Gucci Mane),0.12
7407,25284,Selfish,Slippery (feat. Gucci Mane),0.12
7408,25607,Water,Slippery (feat. Gucci Mane),0.12
7409,25007,Rolex,Tunnel Vision,0.12
7410,14541,Father Stretch My Hands Pt. 1,Tunnel Vision,0.12
7411,25618,Wild Thoughts,Slippery (feat. Gucci Mane),0.12
7412,25616,Wicked,Slippery (feat. Gucci Mane),0.12
7413,24821,Really Really,Tunnel Vision,0.12
7414,24868,Redbone,Slippery (feat. Gucci Mane),0.12
7415,24875,Redbone,Tunnel Vision,0.12
7416,25615,White Iverson,Slippery (feat. Gucci Mane),0.12
7417,24898,Relationship (feat. Future),Slippery (feat. Gucci Mane),0.12
7418,25613,Where Ya At,Slippery (feat. Gucci Mane),0.12
7419,10985,Deja Vu,Slippery (feat. Gucci Mane),0.12
7420,8029,Champions,Tunnel Vision,0.12
7421,25610,What They Want,Slippery (feat. Gucci Mane),0.12
7422,25001,Rolex,Slippery (feat. Gucci Mane),0.12
7423,25609,Wet Dreamz,Slippery (feat. Gucci Mane),0.12
7424,25594,This Could Be Us,Slippery (feat. Gucci Mane),0.12
7425,24955,The Hills,Ride,0.12
7426,6705,Broccoli (feat. Lil Yachty),Ride,0.12
7427,8785,Closer,Ride,0.12
7428,21121,Let Me Love You,Ride,0.12
7429,19381,I Took A Pill In Ibiza - Seeb Remix,Ride,0.12
7430,12354,Don't Let Me Down,Ride,0.12
7431,8889,Cold Water (feat. Justin Bieber & MØ),Ride,0.12
7432,24953,That's What I Like,Ride,0.12
7433,23890,One Dance,Ride,0.12
7434,24956,Too Good,Ride,0.12
7435,22491,"Me, Myself & I",Ride,0.12
7436,24949,Shape of You,Ride,0.12
7437,24950,Stressed Out,Ride,0.12
7438,17281,Heathens,Ride,0.12
7439,7360,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",That's What I Like,0.12
7440,25896,Sorry,That's What I Like,0.12
7441,19584,I'm the One,That's What I Like,0.12
7442,26014,Starboy,That's What I Like,0.12
7443,21362,Location,That's What I Like,0.12
7444,5847,Bounce Back,That's What I Like,0.12
7445,9509,Congratulations,That's What I Like,0.12
7446,25796,Something Just Like This,That's What I Like,0.12
7447,26596,iSpy (feat. Lil Yachty),That's What I Like,0.12
7448,22320,Mask Off,That's What I Like,0.12
7449,23478,No Problem (feat. Lil Wayne & 2 Chainz),That's What I Like,0.12
7450,26593,Work,That's What I Like,0.12
7451,3200,Bad and Boujee (feat. Lil Uzi Vert),That's What I Like,0.12
7452,26590,Wild Thoughts,That's What I Like,0.12
7453,26588,Too Good,That's What I Like,0.12
7454,24952,Ride,That's What I Like,0.12
7455,19911,Issues,That's What I Like,0.12
7456,6761,Broccoli (feat. Lil Yachty),That's What I Like,0.12
7457,24258,Paris,That's What I Like,0.12
7458,19926,It Ain't Me (with Selena Gomez),That's What I Like,0.12
7459,424,24K Magic,That's What I Like,0.12
7460,8909,Cold Water (feat. Justin Bieber & MØ),That's What I Like,0.12
7461,26387,T-Shirt,That's What I Like,0.12
7462,23936,One Dance,That's What I Like,0.12
7463,8819,Closer,That's What I Like,0.12
7464,7858,Caroline,That's What I Like,0.12
7465,26594,Work from Home,That's What I Like,0.12
7466,25424,Side To Side,That's What I Like,0.12
7467,25559,Slide,That's What I Like,0.12
7468,4642,Black Beatles,That's What I Like,0.12
7469,26093,Stay (with Alessia Cara),That's What I Like,0.12
7470,26060,Starving,That's What I Like,0.12
7471,19028,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",That's What I Like,0.12
7472,19032,I Feel It Coming,That's What I Like,0.12
7473,25379,Shape of You,That's What I Like,0.12
7474,21145,Let Me Love You,That's What I Like,0.12
7475,16834,HUMBLE.,That's What I Like,0.12
7476,11061,Despacito - Remix,That's What I Like,0.12
7477,14279,Fake Love,That's What I Like,0.12
7478,12374,Don't Let Me Down,That's What I Like,0.12
7479,12512,Don't Wanna Know (feat. Kendrick Lamar),That's What I Like,0.12
7480,14201,Fake Love,Needed Me,0.12
7481,4572,Black Beatles,Needed Me,0.12
7482,650,679 (feat. Remy Boyz),Needed Me,0.12
7483,13864,Exchange,Needed Me,0.12
7484,12386,Don't Mind,Needed Me,0.12
7485,9432,Congratulations,Needed Me,0.12
7486,18102,Hotline Bling,Needed Me,0.12
7487,7770,Caroline,Needed Me,0.12
7488,3116,Bad and Boujee (feat. Lil Uzi Vert),Needed Me,0.12
7489,5764,Bounce Back,Needed Me,0.12
7490,22246,Mask Off,Needed Me,0.12
7491,9616,Controlla,Needed Me,0.12
7492,12030,Don't,Needed Me,0.12
7493,23022,iSpy (feat. Lil Yachty),Needed Me,0.12
7494,6641,Broccoli (feat. Lil Yachty),Needed Me,0.12
7495,16044,Gold,Needed Me,0.12
7496,8880,Cold Water (feat. Justin Bieber & MØ),Needed Me,0.12
7497,14364,Famous,Needed Me,0.12
7498,22478,"Me, Myself & I",Needed Me,0.12
7499,18884,I Don't Fuck With You,Needed Me,0.12
7500,1983,Antidote,Needed Me,0.12
7501,8432,Chill Bill,Needed Me,0.12
7502,16136,Gold Digger,Needed Me,0.12
7503,21821,Low Life,Needed Me,0.12
7504,8766,Closer,Needed Me,0.12
7505,20404,Jumpman,Needed Me,0.12
7506,23024,oui,Needed Me,0.12
7507,14934,For Free,Needed Me,0.12
7508,23020,goosebumps,Needed Me,0.12
7509,23002,The Hills,Needed Me,0.12
7510,22998,Starving,Needed Me,0.12
7511,22996,Starboy,Needed Me,0.12
7512,22994,Side To Side,Needed Me,0.12
7513,334,2 Phones,Needed Me,0.12
7514,22990,Roses,Needed Me,0.12
7515,21112,Let Me Love You,Needed Me,0.12
7516,22988,Pop Style,Needed Me,0.12
7517,22986,Panda,Needed Me,0.12
7518,22984,One Dance,Needed Me,0.12
7519,22982,No Type,Needed Me,0.12
7520,22981,No Role Modelz,Needed Me,0.12
7521,22978,No Problem (feat. Lil Wayne & 2 Chainz),Needed Me,0.12
7522,22976,Never Be Like You,Needed Me,0.12
7523,12342,Don't Let Me Down,Needed Me,0.12
7524,9020,Come Get Her,Needed Me,0.12
7525,23001,T-Shirt,Needed Me,0.12
7526,22992,Say It,Needed Me,0.12
7527,23012,White Iverson,Needed Me,0.12
7528,23008,Trap Queen,Needed Me,0.12
7529,23019,You Was Right,Needed Me,0.12
7530,23016,Work from Home,Needed Me,0.12
7531,23014,Work,Needed Me,0.12
7532,23010,Waves,Needed Me,0.12
7533,16744,HUMBLE.,Needed Me,0.12
7534,14480,Father Stretch My Hands Pt. 1,Needed Me,0.12
7535,23006,Too Good,Needed Me,0.12
7536,23004,This Is What You Came For,Needed Me,0.12
7537,327,2 Phones,"Me, Myself & I",0.12
7538,5753,Bounce Back,"Me, Myself & I",0.12
7539,20391,Jumpman,"Me, Myself & I",0.12
7540,22494,Sorry,"Me, Myself & I",0.12
7541,22496,Starboy,"Me, Myself & I",0.12
7542,22498,The Hills,"Me, Myself & I",0.12
7543,18096,Hotline Bling,"Me, Myself & I",0.12
7544,22500,Too Good,"Me, Myself & I",0.12
7545,22503,Trap Queen,"Me, Myself & I",0.12
7546,12336,Don't Let Me Down,"Me, Myself & I",0.12
7547,22505,Wet Dreamz,"Me, Myself & I",0.12
7548,22509,Work,"Me, Myself & I",0.12
7549,22507,White Iverson,"Me, Myself & I",0.12
7550,1975,Antidote,"Me, Myself & I",0.12
7551,22510,iSpy (feat. Lil Yachty),"Me, Myself & I",0.12
7552,7757,Caroline,"Me, Myself & I",0.12
7553,21678,Love Yourself,"Me, Myself & I",0.12
7554,22493,Roses,"Me, Myself & I",0.12
7555,14193,Fake Love,"Me, Myself & I",0.12
7556,638,679 (feat. Remy Boyz),"Me, Myself & I",0.12
7557,14361,Famous,"Me, Myself & I",0.12
7558,21109,Let Me Love You,"Me, Myself & I",0.12
7559,4560,Black Beatles,"Me, Myself & I",0.12
7560,8425,Chill Bill,"Me, Myself & I",0.12
7561,2609,Back To Back,"Me, Myself & I",0.12
7562,22483,No Role Modelz,"Me, Myself & I",0.12
7563,19369,I Took A Pill In Ibiza - Seeb Remix,"Me, Myself & I",0.12
7564,7528,Can't Feel My Face,"Me, Myself & I",0.12
7565,22480,No Problem (feat. Lil Wayne & 2 Chainz),"Me, Myself & I",0.12
7566,19337,I Mean It,"Me, Myself & I",0.12
7567,22479,Needed Me,"Me, Myself & I",0.12
7568,9012,Come Get Her,"Me, Myself & I",0.12
7569,22476,My House,"Me, Myself & I",0.12
7570,18877,I Don't Fuck With You,"Me, Myself & I",0.12
7571,6625,Broccoli (feat. Lil Yachty),"Me, Myself & I",0.12
7572,16732,HUMBLE.,"Me, Myself & I",0.12
7573,22484,One Dance,"Me, Myself & I",0.12
7574,3102,Bad and Boujee (feat. Lil Uzi Vert),"Me, Myself & I",0.12
7575,22486,Panda,"Me, Myself & I",0.12
7576,21811,Low Life,"Me, Myself & I",0.12
7577,8759,Closer,"Me, Myself & I",0.12
7578,22488,Pop Style,"Me, Myself & I",0.12
7579,15307,G.O.M.D.,"Me, Myself & I",0.12
7580,22490,Ride,"Me, Myself & I",0.12
7581,24674,Toxic,Promiscuous,0.12
7582,12668,Down On Me,Promiscuous,0.12
7583,24672,Tipsy - Club Mix,Promiscuous,0.12
7584,24670,TiK ToK,Promiscuous,0.12
7585,24668,The Sweet Escape,Promiscuous,0.12
7586,24676,Umbrella,Promiscuous,0.12
7587,24664,Super Bass,Promiscuous,0.12
7588,24662,Suga Suga,Promiscuous,0.12
7589,24666,Temperature,Promiscuous,0.12
7590,24683,When I Grow Up,Promiscuous,0.12
7591,24679,Whatcha Say,Promiscuous,0.12
7592,24680,Whatever You Like,Promiscuous,0.12
7593,24658,So What,Promiscuous,0.12
7594,24685,Yeah!,Promiscuous,0.12
7595,24687,Your Love Is My Drug,Promiscuous,0.12
7596,23102,Ni**as In Paris,V. 3005,0.12
7597,17557,Hollaback Girl,Promiscuous,0.12
7598,5877,Bounce Back,V. 3005,0.12
7599,3230,Bad and Boujee (feat. Lil Uzi Vert),V. 3005,0.12
7600,11003,Deja Vu,V. 3005,0.12
7601,12589,Down,Promiscuous,0.12
7602,24660,Stronger,Promiscuous,0.12
7603,24646,Rude Boy,Promiscuous,0.12
7604,9084,Come Get Her,V. 3005,0.12
7605,22894,My Humps,Promiscuous,0.12
7606,15834,Girlfriend (German Version - Explicit) - German Version - Explicit,Promiscuous,0.12
7607,26952,iSpy (feat. Lil Yachty),V. 3005,0.12
7608,26950,goosebumps,V. 3005,0.12
7609,26949,You Was Right,V. 3005,0.12
7610,26946,XO TOUR Llif3,V. 3005,0.12
7611,26944,White Iverson,V. 3005,0.12
7612,26942,Wet Dreamz,V. 3005,0.12
7613,26940,Waves,V. 3005,0.12
7614,19708,Ignition - Remix,Promiscuous,0.12
7615,15860,Gives You Hell,Promiscuous,0.12
7616,17480,Hips Don't Lie,Promiscuous,0.12
7617,21295,Like A G6,Promiscuous,0.12
7618,24656,Smack That - Dirty,Promiscuous,0.12
7619,24562,Pop Style,V. 3005,0.12
7620,24641,Replay,Promiscuous,0.12
7621,24643,Ride Wit Me,Promiscuous,0.12
7622,15880,Glamorous,Promiscuous,0.12
7623,24645,Ridin' Solo,Promiscuous,0.12
7624,19639,IV. sweatpants,V. 3005,0.12
7625,5605,Bottoms Up - feat. Nicki Minaj,Promiscuous,0.12
7626,24649,Say My Name,Promiscuous,0.12
7627,24650,Sexy Can I feat. Yung Berg,Promiscuous,0.12
7628,24652,SexyBack,Promiscuous,0.12
7629,24655,Since U Been Gone,Promiscuous,0.12
7630,23275,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Promiscuous,0.12
7631,26813,Trap Queen,V. 3005,0.12
7632,5356,Bonfire,V. 3005,0.12
7633,9654,Controlla,V. 3005,0.12
7634,4184,BedRock,Promiscuous,0.12
7635,20512,Jumpman,V. 3005,0.12
7636,18140,Hotline Bling,V. 3005,0.12
7637,26419,T-Shirt,V. 3005,0.12
7638,18945,I Don't Fuck With You,V. 3005,0.12
7639,1389,Alright,V. 3005,0.12
7640,12465,Don't Stop The Music,Promiscuous,0.12
7641,20154,It Wasn't Me,Promiscuous,0.12
7642,12993,Drop It Like It's Hot,Promiscuous,0.12
7643,24266,Party In The U.S.A.,Promiscuous,0.12
7644,2063,Antidote,V. 3005,0.12
7645,4105,Beautiful Girls,Promiscuous,0.12
7646,23779,No Type,V. 3005,0.12
7647,14421,Famous,V. 3005,0.12
7648,26956,pick up the phone,V. 3005,0.12
7649,24244,Paper Planes,Promiscuous,0.12
7650,8506,Chill Bill,V. 3005,0.12
7651,16168,Gold Digger,Promiscuous,0.12
7652,25759,Sober,V. 3005,0.12
7653,24202,Panda,V. 3005,0.12
7654,24096,"One, Two Step",Promiscuous,0.12
7655,23960,One Dance,V. 3005,0.12
7656,14638,Fergalicious,Promiscuous,0.12
7657,20560,Just Dance,Promiscuous,0.12
7658,14299,Fake Love,V. 3005,0.12
